index,id,title,categories,abstract,doi,created,updated,authors
10,2009.01947,practical and parallelizable algorithms for non-monotone submodular   maximization with size constraint,cs.ds cs.lg,"we present combinatorial and parallelizable algorithms for maximization of a submodular function, not necessarily monotone, with respect to a size constraint. we improve the best approximation factor achieved by an algorithm that has optimal adaptivity and nearly optimal query complexity to $0.193 - \varepsilon$. the conference version of this work mistakenly employed a subroutine that does not work for non-monotone, submodular functions. in this version, we propose a fixed and improved subroutine to add a set with high average marginal gain, \threseq, which returns a solution in $o( \log(n) )$ adaptive rounds with high probability. moreover, we provide two approximation algorithms. the first has approximation ratio $1/6 - \varepsilon$, adaptivity $o( \log (n) )$, and query complexity $o( n \log (k) )$, while the second has approximation ratio $0.193 - \varepsilon$, adaptivity $o( \log^2 (n) )$, and query complexity $o(n \log (k))$. our algorithms are empirically validated to use a low number of adaptive rounds and total queries while obtaining solutions with high objective value in comparison with state-of-the-art approximation algorithms, including continuous algorithms that use the multilinear extension.",,2020-09-03,2022-10-21,"['yixin chen', 'alan kuhnle']"
11,2010.04261,dissecting hessian: understanding common structure of hessian in neural   networks,cs.lg cs.ne stat.ml,"hessian captures important properties of the deep neural network loss landscape. previous works have observed low rank structure in the hessians of neural networks. in this paper, we propose a decoupling conjecture that decomposes the layer-wise hessians of a network as the kronecker product of two smaller matrices. we can analyze the properties of these smaller matrices and prove the structure of top eigenspace random 2-layer networks. the decoupling conjecture has several other interesting implications - top eigenspaces for different models have surprisingly high overlap, and top eigenvectors form low rank matrices when they are reshaped into the same shape as the corresponding weight matrix. all of these can be verified empirically for deeper networks. finally, we use the structure of layer-wise hessian to get better explicit generalization bounds for neural networks.",,2020-10-08,2022-10-21,"['yikai wu', 'xingyu zhu', 'chenwei wu', 'annie wang', 'rong ge']"
12,2010.04855,"kernel methods for causal functions: dose, heterogeneous, and   incremental response curves",econ.em cs.lg math.st stat.ml stat.th,"we propose estimators based on kernel ridge regression for nonparametric causal functions such as dose, heterogeneous, and incremental response curves. treatment and covariates may be discrete or continuous in general spaces. due to a decomposition property specific to the rkhs, our estimators have simple closed form solutions. we prove uniform consistency with finite sample rates via original analysis of generalized kernel ridge regression. we extend our main results to counterfactual distributions and to causal functions identified by front and back door criteria. we achieve state-of-the-art performance in nonlinear simulations with many covariates, and conduct a policy evaluation of the us job corps training program for disadvantaged youths.",,2020-10-09,2022-10-21,"['rahul singh', 'liyuan xu', 'arthur gretton']"
13,2011.11576,conjecturing-based computational discovery of patterns in data,cs.lg stat.ml,"we propose the use of a conjecturing machine that generates feature relationships in the form of bounds involving nonlinear terms for numerical features and boolean expressions for categorical features. the proposed \textsc{conjecturing} framework recovers known nonlinear and boolean relationships among features from data. in both settings, true underlying relationships are revealed. we then compare the method to a previously-proposed framework for symbolic regression and demonstrate that it can also be used to recover equations that are satisfied among features in a dataset. the framework is then applied to patient-level data regarding covid-19 outcomes to suggest possible risk factors that are confirmed in medical literature.",,2020-11-23,2022-10-23,"['j. p. brooks', 'd. j. edwards', 'c. e. larson', 'n. van cleemput']"
14,2012.09302,"trojanzoo: towards unified, holistic, and practical evaluation of neural   backdoors",cs.lg,"neural backdoors represent one primary threat to the security of deep learning systems. the intensive research has produced a plethora of backdoor attacks/defenses, resulting in a constant arms race. however, due to the lack of evaluation benchmarks, many critical questions remain under-explored: (i) what are the strengths and limitations of different attacks/defenses? (ii) what are the best practices to operate them? and (iii) how can the existing attacks/defenses be further improved?   to bridge this gap, we design and implement trojanzoo, the first open-source platform for evaluating neural backdoor attacks/defenses in a unified, holistic, and practical manner. thus far, focusing on the computer vision domain, it has incorporated 8 representative attacks, 14 state-of-the-art defenses, 6 attack performance metrics, 10 defense utility metrics, as well as rich tools for in-depth analysis of the attack-defense interactions. leveraging trojanzoo, we conduct a systematic study on the existing attacks/defenses, unveiling their complex design spectrum: both manifest intricate trade-offs among multiple desiderata (e.g., the effectiveness, evasiveness, and transferability of attacks). we further explore improving the existing attacks/defenses, leading to a number of interesting findings: (i) one-pixel triggers often suffice; (ii) training from scratch often outperforms perturbing benign models to craft trojan models; (iii) optimizing triggers and trojan models jointly greatly improves both attack effectiveness and evasiveness; (iv) individual defenses can often be evaded by adaptive attacks; and (v) exploiting model interpretability significantly improves defense robustness. we envision that trojanzoo will serve as a valuable platform to facilitate future research on neural backdoors.",10.1109/eurosp53844.2022.00048,2020-12-16,2022-10-21,"['ren pang', 'zheng zhang', 'xiangshan gao', 'zhaohan xi', 'shouling ji', 'peng cheng', 'xiapu luo', 'ting wang']"
15,2101.07354,exact recovery of community structures using deepwalk and node2vec,stat.ml cs.lg cs.si,"random-walk based network embedding algorithms like deepwalk and node2vec are widely used to obtain euclidean representation of the nodes in a network prior to performing downstream inference tasks. however, despite their impressive empirical performance, there is a lack of theoretical results explaining their large-sample behavior. in this paper, we study node2vec and deepwalk through the perspective of matrix factorization. in particular, we analyze these algorithms in the setting of community detection for stochastic blockmodel graphs (and their degree-corrected variants). by exploiting the row-wise uniform perturbation bound for leading singular vectors, we derive high-probability error bounds between the matrix factorization-based node2vec/deepwalk embeddings and their true counterparts, uniformly over all node embeddings. based on strong concentration results, we further show the perfect membership recovery by node2vec/deepwalk, followed by $k$-means/medians algorithms. specifically, as the network becomes sparser, our results guarantee that with large enough window size and vertices number, applying $k$-means/medians on the matrix factorization-based node2vec embeddings can, with high probability, correctly recover the memberships of all vertices in a network generated from the stochastic blockmodel (or its degree-corrected variants). the theoretical justifications are mirrored in the numerical experiments and real data applications, for both the original node2vec and its matrix factorization variant.",,2021-01-18,2022-10-23,"['yichi zhang', 'minh tang']"
16,2102.11887,quantum cross entropy and maximum likelihood principle,quant-ph cs.it cs.lg hep-th math.it stat.ml,"quantum machine learning is an emerging field at the intersection of machine learning and quantum computing. classical cross entropy plays a central role in machine learning. we define its quantum generalization, the quantum cross entropy, prove its lower bounds, and investigate its relation to quantum fidelity. in the classical case, minimizing cross entropy is equivalent to maximizing likelihood. in the quantum case, when the quantum cross entropy is constructed from quantum data undisturbed by quantum measurements, this relation holds. classical cross entropy is equal to negative log-likelihood. when we obtain quantum cross entropy through empirical density matrix based on measurement outcomes, the quantum cross entropy is lower-bounded by negative log-likelihood. these two different scenarios illustrate the information loss when making quantum measurements. we conclude that to achieve the goal of full quantum machine learning, it is crucial to utilize the deferred measurement principle.",,2021-02-23,2022-10-24,"['zhou shangnan', 'yixu wang']"
17,2104.11893,lgd-gcn: local and global disentangled graph convolutional networks,cs.lg,"disentangled graph convolutional network (disengcn) is an encouraging framework to disentangle the latent factors arising in a real-world graph. however, it relies on disentangling information heavily from a local range (i.e., a node and its 1-hop neighbors), while the local information in many cases can be uneven and incomplete, hindering the interpretabiliy power and model performance of disengcn. in this paper, we introduce a novel local and global disentangled graph convolutional network (lgd-gcn) to capture both local and global information for graph disentanglement. lgd-gcn performs a statistical mixture modeling to derive a factor-aware latent continuous space, and then constructs different structures w.r.t. different factors from the revealed space. in this way, the global factor-specific information can be efficiently and selectively encoded via a message passing along these built structures, strengthening the intra-factor consistency. we also propose a novel diversity promoting regularizer employed with the latent space modeling, to encourage inter-factor diversity. evaluations of the proposed lgd-gcn on the synthetic and real-world datasets show a better interpretability and improved performance in node classification over the existing competitive models.",,2021-04-24,2022-10-22,"['jingwei guo', 'kaizhu huang', 'xinping yi', 'rui zhang']"
18,2104.12546,the effects of air quality on the spread of the covid-19 pandemic in   italy: an artificial intelligence approach,cs.cy cs.ai cs.lg,"the covid-19 pandemic considerably affects public health systems around the world. the lack of knowledge about the virus, the extension of this phenomenon, and the speed of the evolution of the infection are all factors that highlight the necessity of employing new approaches to study these events. artificial intelligence techniques may be useful in analyzing data related to areas affected by the virus. the aim of this work is to investigate any possible relationships between air quality and confirmed cases of covid-19 in italian districts. specifically, we report an analysis of the correlation between daily covid-19 cases and environmental factors, such as temperature, relative humidity, and atmospheric pollutants. our analysis confirms a significant association of some environmental parameters with the spread of the virus. this suggests that machine learning models trained on the environmental parameters to predict the number of future infected cases may be accurate. predictive models may be useful for helping institutions in making decisions for protecting the population and contrasting the pandemic.",10.1016/j.procs.2022.09.112,2021-04-09,2021-08-31,"['andrea loreggia', 'anna passarelli', 'maria silvia pini']"
19,2105.01099,reinforcement learning for ridesharing: an extended survey,cs.lg cs.ai,"in this paper, we present a comprehensive, in-depth survey of the literature on reinforcement learning approaches to decision optimization problems in a typical ridesharing system. papers on the topics of rideshare matching, vehicle repositioning, ride-pooling, routing, and dynamic pricing are covered. most of the literature has appeared in the last few years, and several core challenges are to continue to be tackled: model complexity, agent coordination, and joint optimization of multiple levers. hence, we also introduce popular data sets and open simulation environments to facilitate further research and development. subsequently, we discuss a number of challenges and opportunities for reinforcement learning research on this important domain.",10.1016/j.trc.2022.103852,2021-05-03,2022-10-24,"['zhiwei qin', 'hongtu zhu', 'jieping ye']"
20,2105.01937,flex: extrinsic parameters-free multi-view 3d human motion   reconstruction,cs.cv cs.gr cs.lg,"the increasing availability of video recordings made by multiple cameras has offered new means for mitigating occlusion and depth ambiguities in pose and motion reconstruction methods. yet, multi-view algorithms strongly depend on camera parameters; particularly, the relative transformations between the cameras. such a dependency becomes a hurdle once shifting to dynamic capture in uncontrolled settings. we introduce flex (free multi-view reconstruxion), an end-to-end extrinsic parameter-free multi-view model. flex is extrinsic parameter-free (dubbed ep-free) in the sense that it does not require extrinsic camera parameters. our key idea is that the 3d angles between skeletal parts, as well as bone lengths, are invariant to the camera position. hence, learning 3d rotations and bone lengths rather than locations allows predicting common values for all camera views. our network takes multiple video streams, learns fused deep features through a novel multi-view fusion layer, and reconstructs a single consistent skeleton with temporally coherent joint rotations. we demonstrate quantitative and qualitative results on three public datasets, and on synthetic multi-person video streams captured by dynamic cameras. we compare our model to state-of-the-art methods that are not ep-free and show that in the absence of camera parameters, we outperform them by a large margin while obtaining comparable results when camera parameters are available. code, trained models, and other materials are available on our project page.",,2021-05-05,2022-10-21,"['brian gordon', 'sigal raab', 'guy azov', 'raja giryes', 'daniel cohen-or']"
21,2105.15197,a simple and general debiased machine learning theorem with finite   sample guarantees,stat.ml cs.lg econ.em math.st stat.th,"debiased machine learning is a meta algorithm based on bias correction and sample splitting to calculate confidence intervals for functionals, i.e. scalar summaries, of machine learning algorithms. for example, an analyst may desire the confidence interval for a treatment effect estimated with a neural network. we provide a nonasymptotic debiased machine learning theorem that encompasses any global or local functional of any machine learning algorithm that satisfies a few simple, interpretable conditions. formally, we prove consistency, gaussian approximation, and semiparametric efficiency by finite sample arguments. the rate of convergence is $n^{-1/2}$ for global functionals, and it degrades gracefully for local functionals. our results culminate in a simple set of conditions that an analyst can use to translate modern learning theory rates into traditional statistical inference. the conditions reveal a general double robustness property for ill posed inverse problems.",,2021-05-31,2022-10-21,"['victor chernozhukov', 'whitney k. newey', 'rahul singh']"
22,2106.01528,normalizing flows for knockoff-free controlled feature selection,stat.ml cs.lg,"controlled feature selection aims to discover the features a response depends on while limiting the false discovery rate (fdr) to a predefined level. recently, multiple deep-learning-based methods have been proposed to perform controlled feature selection through the model-x knockoff framework. we demonstrate, however, that these methods often fail to control the fdr for two reasons. first, these methods often learn inaccurate models of features. second, the ""swap"" property, which is required for knockoffs to be valid, is often not well enforced. we propose a new procedure called flowselect to perform controlled feature selection that does not suffer from either of these two problems. to more accurately model the features, flowselect uses normalizing flows, the state-of-the-art method for density estimation. instead of enforcing the ""swap"" property, flowselect uses a novel mcmc-based procedure to calculate p-values for each feature directly. asymptotically, flowselect computes valid p-values. empirically, flowselect consistently controls the fdr on both synthetic and semi-synthetic benchmarks, whereas competing knockoff-based approaches do not. flowselect also demonstrates greater power on these benchmarks. additionally, flowselect correctly infers the genetic variants associated with specific soybean traits from gwas data.",,2021-06-02,2022-10-21,"['derek hansen', 'brian manzo', 'jeffrey regier']"
23,2106.03157,self-supervision is all you need for solving rubik's cube,cs.lg,"existing combinatorial search methods are often complex and require some expertise. in this work, we propose a simple and performant deep learning method, especially for goal-predefined combinatorial problems represented by rubik's cube. we show that, for solving such problems with high optimality, it can be sufficient to train a deep neural network on random scrambles branching from the goal state. when tested on rubik's cube, our method outperformed the previous state-of-the-art method deepcubea in solution optimality, being 10 times more efficient in training and 2.0 times in inference. one key assumption is that, when viewed from scrambled states, random moves from the goal are biased to be optimal. we also demonstrate the proposed method on 15 puzzle and lights out.",,2021-06-06,2022-10-24,['kyo takano']
24,2106.03725,stability to deformations of manifold filters and manifold neural   networks,cs.lg,"the paper defines and studies manifold (m) convolutional filters and neural networks (nns). \emph{manifold} filters and mnns are defined in terms of the laplace-beltrami operator exponential and are such that \emph{graph} (g) filters and neural networks (nns) are recovered as discrete approximations when the manifold is sampled. these filters admit a spectral representation which is a generalization of both the spectral representation of graph filters and the frequency response of standard convolutional filters in continuous time. the main technical contribution of the paper is to analyze the stability of manifold filters and mnns to smooth deformations of the manifold. this analysis generalizes known stability properties of graph filters and gnns and it is also a generalization of known stability properties of standard convolutional filters and neural networks in continuous time. the most important observation that follows from this analysis is that manifold filters, same as graph filters and standard continuous time filters, have difficulty discriminating high frequency components in the presence of deformations. this is a challenge that can be ameliorated with the use of manifold, graph, or continuous time neural networks. the most important practical consequence of this analysis is to shed light on the behavior of graph filters and gnns in large scale graphs.",,2021-06-07,2022-10-21,"['zhiyang wang', 'luana ruiz', 'alejandro ribeiro']"
25,2106.06610,"scalars are universal: equivariant machine learning, structured like   classical physics",cs.lg math-ph math.mp stat.ml,"there has been enormous progress in the last few years in designing neural networks that respect the fundamental symmetries and coordinate freedoms of physical law. some of these frameworks make use of irreducible representations, some make use of high-order tensor objects, and some apply symmetry-enforcing constraints. different physical laws obey different combinations of fundamental symmetries, but a large fraction (possibly all) of classical physics is equivariant to translation, rotation, reflection (parity), boost (relativity), and permutations. here we show that it is simple to parameterize universally approximating polynomial functions that are equivariant under these symmetries, or under the euclidean, lorentz, and poincar\'e groups, at any dimensionality $d$. the key observation is that nonlinear o($d$)-equivariant (and related-group-equivariant) functions can be universally expressed in terms of a lightweight collection of scalars -- scalar products and scalar contractions of the scalar, vector, and tensor inputs. we complement our theory with numerical examples that show that the scalar-based method is simple, efficient, and scalable.",,2021-06-11,2022-10-20,"['soledad villar', 'david w. hogg', 'kate storey-fisher', 'weichi yao', 'ben blum-smith']"
26,2106.06927,inverting adversarially robust networks for image synthesis,cs.cv cs.lg cs.ne,"despite unconditional feature inversion being the foundation of many image synthesis applications, training an inverter demands a high computational budget, large decoding capacity and imposing conditions such as autoregressive priors. to address these limitations, we propose the use of adversarially robust representations as a perceptual primitive for feature inversion. we train an adversarially robust encoder to extract disentangled and perceptually-aligned image representations, making them easily invertible. by training a simple generator with the mirror architecture of the encoder, we achieve superior reconstruction quality and generalization over standard models. based on this, we propose an adversarially robust autoencoder and demonstrate its improved performance on style transfer, image denoising and anomaly detection tasks. compared to recent imagenet feature inversion methods, our model attains improved performance with significantly less complexity.",,2021-06-13,2022-10-21,"['renan a. rojas-gomez', 'raymond a. yeh', 'minh n. do', 'anh nguyen']"
27,2106.07704,efficient (soft) q-learning for text generation with limited good data,cs.cl cs.lg,"maximum likelihood estimation (mle) is the predominant algorithm for training text generation models. this paradigm relies on direct supervision examples, which is not applicable to many emerging applications, such as generating adversarial attacks or generating prompts to control language models. reinforcement learning (rl) on the other hand offers a more flexible solution by allowing users to plug in arbitrary task metrics as reward. yet previous rl algorithms for text generation, such as policy gradient (on-policy rl) and q-learning (off-policy rl), are often notoriously inefficient or unstable to train due to the large sequence space and the sparse reward received only at the end of sequences. in this paper, we introduce a new rl formulation for text generation from the soft q-learning (sql) perspective. it enables us to draw from the latest rl advances, such as path consistency learning, to combine the best of on-/off-policy updates, and learn effectively from sparse reward. we apply the approach to a wide range of novel text generation tasks, including learning from noisy/negative examples, adversarial attacks, and prompt generation. experiments show our approach consistently outperforms both task-specialized algorithms and the previous rl methods.",,2021-06-14,2022-10-22,"['han guo', 'bowen tan', 'zhengzhong liu', 'eric p. xing', 'zhiting hu']"
28,2106.10898,banditmf: multi-armed bandit based matrix factorization recommender   system,cs.ir cs.lg,"multi-armed bandits (mab) provide a principled online learning approach to attain the balance between exploration and exploitation. due to the superior performance and low feedback learning without the learning to act in multiple situations, multi-armed bandits drawing widespread attention in applications ranging such as recommender systems. likewise, within the recommender system, collaborative filtering (cf) is arguably the earliest and most influential method in the recommender system. crucially, new users and an ever-changing pool of recommended items are the challenges that recommender systems need to address. for collaborative filtering, the classical method is training the model offline, then perform the online testing, but this approach can no longer handle the dynamic changes in user preferences which is the so-called cold start. so how to effectively recommend items to users in the absence of effective information? to address the aforementioned problems, a multi-armed bandit based collaborative filtering recommender system has been proposed, named banditmf. banditmf is designed to address two challenges in the multi-armed bandits algorithm and collaborative filtering: (1) how to solve the cold start problem for collaborative filtering under the condition of scarcity of valid information, (2) how to solve the sub-optimal problem of bandit algorithms in strong social relations domains caused by independently estimating unknown parameters associated with each user and ignoring correlations between users.",,2021-06-21,2022-10-24,['shenghao xu']
29,2106.12177,"imitation learning: progress, taxonomies and challenges",cs.lg cs.ro,"imitation learning aims to extract knowledge from human experts' demonstrations or artificially created agents in order to replicate their behaviors. its success has been demonstrated in areas such as video games, autonomous driving, robotic simulations and object manipulation. however, this replicating process could be problematic, such as the performance is highly dependent on the demonstration quality, and most trained agents are limited to perform well in task-specific environments. in this survey, we provide a systematic review on imitation learning. we first introduce the background knowledge from development history and preliminaries, followed by presenting different taxonomies within imitation learning and key milestones of the field. we then detail challenges in learning strategies and present research opportunities with learning policy from suboptimal demonstration, voice instructions and other associated optimization schemes.",,2021-06-23,2022-10-20,"['boyuan zheng', 'sunny verma', 'jianlong zhou', 'ivor tsang', 'fang chen']"
30,2106.12936,fundamental limits for learning hidden markov model parameters,stat.ml cs.lg math.st stat.th,"we study the frontier between learnable and unlearnable hidden markov models (hmms). hmms are flexible tools for clustering dependent data coming from unknown populations. the model parameters are known to be fully identifiable (up to label-switching) without any modeling assumption on the distributions of the populations as soon as the clusters are distinct and the hidden chain is ergodic with a full rank transition matrix. in the limit as any one of these conditions fails, it becomes impossible in general to identify parameters. for a chain with two hidden states we prove nonasymptotic minimax upper and lower bounds, matching up to constants, which exhibit thresholds at which the parameters become learnable. we also provide an upper bound on the relative entropy rate for parameters in a neighbourhood of the unlearnable region which may have interest in itself.",10.1109/tit.2022.3213429,2021-06-24,2022-10-24,"['kweku abraham', 'zacharie naulet', 'elisabeth gassiat']"
